L4 | Sun Jul 13 19:31:59 2025 (919 ms) | general | New game starting up
L4 | Sun Jul 13 23:27:50 2025 (533 ms) | general | New game starting up
L4 | Sun Jul 13 23:27:50 2025 (533 ms) | general | Target game image size:  1280x720

L4 | Sun Jul 13 23:27:50 2025 (534 ms) | general | Ideal window dimensions:  1280x720

L4 | Sun Jul 13 23:27:50 2025 (534 ms) | general | Trying to start in window mode.
L4 | Sun Jul 13 23:27:50 2025 (534 ms) | general | Want to use largest window that fits on screen.
L4 | Sun Jul 13 23:27:50 2025 (534 ms) | general | Largest-window mode would offer a <25width increase, using requested window size instead.
L4 | Sun Jul 13 23:27:50 2025 (534 ms) | general | Screen dimensions for largest-window mode:  1280x720

L4 | Sun Jul 13 23:27:50 2025 (535 ms) | general | The following frame rates are considered possible:
L4 | Sun Jul 13 23:27:50 2025 (535 ms) | general | 30 fps
L4 | Sun Jul 13 23:27:50 2025 (535 ms) | general | 60 fps
L4 | Sun Jul 13 23:27:50 2025 (535 ms) | general | 100 fps
L4 | Sun Jul 13 23:27:50 2025 (535 ms) | general | 120 fps
L4 | Sun Jul 13 23:27:50 2025 (535 ms) | general | 144 fps
L4 | Sun Jul 13 23:27:50 2025 (535 ms) | general | 165 fps
L4 | Sun Jul 13 23:27:50 2025 (537 ms) | general | Constructing ScreenGL with requested 1280x720, 60 fps, fullscreen(0)
L4 | Sun Jul 13 23:27:50 2025 (537 ms) | general | Current screen configuration is 1440x900 with aspect ratio 1.60
L4 | Sun Jul 13 23:27:50 2025 (537 ms) | general | All resolutions available
L4 | Sun Jul 13 23:27:50 2025 (627 ms) | general | ScreenGL gave us 1280x720, 60 fps
L4 | Sun Jul 13 23:27:50 2025 (627 ms) | general | Setting non-integer-scaled screen image size of 1280x720
L4 | Sun Jul 13 23:27:50 2025 (700 ms) | general | Successfully opened audio: 44100Hz (requested 44100Hz), sample buffer size=1024 (requested 1024)

L4 | Sun Jul 13 23:27:50 2025 (740 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:27:50 2025 (740 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:27:50 2025 (791 ms) | general | OneLife client v430 (binV=430, dataV=429) starting up
L4 | Sun Jul 13 23:27:50 2025 (791 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:27:50 2025 (791 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:28:53 2025 (694 ms) | general | exiting...

L4 | Sun Jul 13 23:28:53 2025 (694 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun Jul 13 23:28:53 2025 (774 ms) | general | exiting: Deleting sceneHandler

L4 | Sun Jul 13 23:28:53 2025 (774 ms) | general | Freeing sound sprites

L4 | Sun Jul 13 23:28:53 2025 (782 ms) | general | exiting: freeing frameDrawer

L4 | Sun Jul 13 23:28:53 2025 (883 ms) | general | exiting: Deleting screen

L4 | Sun Jul 13 23:28:53 2025 (883 ms) | general | exiting: freeing drawString

L4 | Sun Jul 13 23:28:53 2025 (884 ms) | general | exiting: calling SDL_Quit()

L4 | Sun Jul 13 23:28:53 2025 (893 ms) | general | exiting: Done.

L4 | Sun Jul 13 23:33:01 2025 (830 ms) | general | New game starting up
L4 | Sun Jul 13 23:33:01 2025 (830 ms) | general | Target game image size:  1280x720

L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | Ideal window dimensions:  1280x720

L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | Trying to start in window mode.
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | Want to use largest window that fits on screen.
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | Largest-window mode would offer a <25width increase, using requested window size instead.
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | Screen dimensions for largest-window mode:  1280x720

L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | The following frame rates are considered possible:
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | 30 fps
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | 60 fps
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | 100 fps
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | 120 fps
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | 144 fps
L4 | Sun Jul 13 23:33:01 2025 (831 ms) | general | 165 fps
L4 | Sun Jul 13 23:33:01 2025 (833 ms) | general | Constructing ScreenGL with requested 1280x720, 60 fps, fullscreen(0)
L4 | Sun Jul 13 23:33:01 2025 (833 ms) | general | Current screen configuration is 1440x900 with aspect ratio 1.60
L4 | Sun Jul 13 23:33:01 2025 (833 ms) | general | All resolutions available
L4 | Sun Jul 13 23:33:01 2025 (917 ms) | general | ScreenGL gave us 1280x720, 60 fps
L4 | Sun Jul 13 23:33:01 2025 (920 ms) | general | Setting non-integer-scaled screen image size of 1280x720
L4 | Sun Jul 13 23:33:01 2025 (985 ms) | general | Successfully opened audio: 44100Hz (requested 44100Hz), sample buffer size=1024 (requested 1024)

L4 | Sun Jul 13 23:33:02 2025 (24 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:33:02 2025 (24 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:33:02 2025 (68 ms) | general | OneLife client v430 (binV=430, dataV=429) starting up
L4 | Sun Jul 13 23:33:02 2025 (68 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:33:02 2025 (68 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:33:53 2025 (990 ms) | general | exiting...

L4 | Sun Jul 13 23:33:53 2025 (990 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun Jul 13 23:33:54 2025 (86 ms) | general | exiting: Deleting sceneHandler

L4 | Sun Jul 13 23:33:54 2025 (86 ms) | general | Freeing sound sprites

L4 | Sun Jul 13 23:33:54 2025 (94 ms) | general | exiting: freeing frameDrawer

L4 | Sun Jul 13 23:33:54 2025 (196 ms) | general | exiting: Deleting screen

L4 | Sun Jul 13 23:33:54 2025 (196 ms) | general | exiting: freeing drawString

L4 | Sun Jul 13 23:33:54 2025 (197 ms) | general | exiting: calling SDL_Quit()

L4 | Sun Jul 13 23:33:54 2025 (206 ms) | general | exiting: Done.

L4 | Sun Jul 13 23:37:55 2025 (119 ms) | general | New game starting up
L4 | Sun Jul 13 23:37:55 2025 (120 ms) | general | Target game image size:  1280x720

L4 | Sun Jul 13 23:37:55 2025 (120 ms) | general | Ideal window dimensions:  1280x720

L4 | Sun Jul 13 23:37:55 2025 (121 ms) | general | Trying to start in window mode.
L4 | Sun Jul 13 23:37:55 2025 (121 ms) | general | Want to use largest window that fits on screen.
L4 | Sun Jul 13 23:37:55 2025 (121 ms) | general | Largest-window mode would offer a <25width increase, using requested window size instead.
L4 | Sun Jul 13 23:37:55 2025 (121 ms) | general | Screen dimensions for largest-window mode:  1280x720

L4 | Sun Jul 13 23:37:55 2025 (122 ms) | general | The following frame rates are considered possible:
L4 | Sun Jul 13 23:37:55 2025 (122 ms) | general | 30 fps
L4 | Sun Jul 13 23:37:55 2025 (122 ms) | general | 60 fps
L4 | Sun Jul 13 23:37:55 2025 (122 ms) | general | 100 fps
L4 | Sun Jul 13 23:37:55 2025 (122 ms) | general | 120 fps
L4 | Sun Jul 13 23:37:55 2025 (122 ms) | general | 144 fps
L4 | Sun Jul 13 23:37:55 2025 (122 ms) | general | 165 fps
L4 | Sun Jul 13 23:37:55 2025 (124 ms) | general | Constructing ScreenGL with requested 1280x720, 60 fps, fullscreen(0)
L4 | Sun Jul 13 23:37:55 2025 (124 ms) | general | Current screen configuration is 1440x900 with aspect ratio 1.60
L4 | Sun Jul 13 23:37:55 2025 (124 ms) | general | All resolutions available
L4 | Sun Jul 13 23:37:55 2025 (291 ms) | general | ScreenGL gave us 1280x720, 60 fps
L4 | Sun Jul 13 23:37:55 2025 (292 ms) | general | Setting non-integer-scaled screen image size of 1280x720
L4 | Sun Jul 13 23:37:55 2025 (471 ms) | general | Successfully opened audio: 44100Hz (requested 44100Hz), sample buffer size=1024 (requested 1024)

L4 | Sun Jul 13 23:37:55 2025 (561 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:37:55 2025 (561 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:37:55 2025 (669 ms) | general | OneLife client v430 (binV=430, dataV=429) starting up
L4 | Sun Jul 13 23:37:55 2025 (669 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:37:55 2025 (669 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:41:15 2025 (826 ms) | general | exiting...

L4 | Sun Jul 13 23:41:15 2025 (826 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun Jul 13 23:41:15 2025 (918 ms) | general | exiting: Deleting sceneHandler

L4 | Sun Jul 13 23:41:15 2025 (918 ms) | general | Freeing sound sprites

L4 | Sun Jul 13 23:41:15 2025 (928 ms) | general | exiting: freeing frameDrawer

L4 | Sun Jul 13 23:41:16 2025 (39 ms) | general | exiting: Deleting screen

L4 | Sun Jul 13 23:41:16 2025 (39 ms) | general | exiting: freeing drawString

L4 | Sun Jul 13 23:41:16 2025 (39 ms) | general | exiting: calling SDL_Quit()

L4 | Sun Jul 13 23:41:16 2025 (48 ms) | general | exiting: Done.

L4 | Sun Jul 13 23:45:31 2025 (378 ms) | general | New game starting up
L4 | Sun Jul 13 23:45:31 2025 (379 ms) | general | Target game image size:  1280x720

L4 | Sun Jul 13 23:45:31 2025 (379 ms) | general | Ideal window dimensions:  1280x720

L4 | Sun Jul 13 23:45:31 2025 (379 ms) | general | Trying to start in window mode.
L4 | Sun Jul 13 23:45:31 2025 (379 ms) | general | Want to use largest window that fits on screen.
L4 | Sun Jul 13 23:45:31 2025 (379 ms) | general | Largest-window mode would offer a <25width increase, using requested window size instead.
L4 | Sun Jul 13 23:45:31 2025 (379 ms) | general | Screen dimensions for largest-window mode:  1280x720

L4 | Sun Jul 13 23:45:31 2025 (380 ms) | general | The following frame rates are considered possible:
L4 | Sun Jul 13 23:45:31 2025 (380 ms) | general | 30 fps
L4 | Sun Jul 13 23:45:31 2025 (380 ms) | general | 60 fps
L4 | Sun Jul 13 23:45:31 2025 (380 ms) | general | 100 fps
L4 | Sun Jul 13 23:45:31 2025 (380 ms) | general | 120 fps
L4 | Sun Jul 13 23:45:31 2025 (380 ms) | general | 144 fps
L4 | Sun Jul 13 23:45:31 2025 (380 ms) | general | 165 fps
L4 | Sun Jul 13 23:45:31 2025 (382 ms) | general | Constructing ScreenGL with requested 1280x720, 60 fps, fullscreen(0)
L4 | Sun Jul 13 23:45:31 2025 (382 ms) | general | Current screen configuration is 1440x900 with aspect ratio 1.60
L4 | Sun Jul 13 23:45:31 2025 (382 ms) | general | All resolutions available
L4 | Sun Jul 13 23:45:31 2025 (467 ms) | general | ScreenGL gave us 1280x720, 60 fps
L4 | Sun Jul 13 23:45:31 2025 (468 ms) | general | Setting non-integer-scaled screen image size of 1280x720
L4 | Sun Jul 13 23:45:31 2025 (540 ms) | general | Successfully opened audio: 44100Hz (requested 44100Hz), sample buffer size=1024 (requested 1024)

L4 | Sun Jul 13 23:45:31 2025 (581 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:45:31 2025 (581 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:45:31 2025 (641 ms) | general | OneLife client v430 (binV=430, dataV=429) starting up
L4 | Sun Jul 13 23:45:31 2025 (641 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:45:31 2025 (641 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:46:19 2025 (411 ms) | general | exiting...

L4 | Sun Jul 13 23:46:19 2025 (411 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun Jul 13 23:46:19 2025 (503 ms) | general | exiting: Deleting sceneHandler

L4 | Sun Jul 13 23:46:19 2025 (503 ms) | general | Freeing sound sprites

L4 | Sun Jul 13 23:46:19 2025 (513 ms) | general | exiting: freeing frameDrawer

L4 | Sun Jul 13 23:46:19 2025 (669 ms) | general | exiting: Deleting screen

L4 | Sun Jul 13 23:46:19 2025 (669 ms) | general | exiting: freeing drawString

L4 | Sun Jul 13 23:46:19 2025 (670 ms) | general | exiting: calling SDL_Quit()

L4 | Sun Jul 13 23:46:19 2025 (681 ms) | general | exiting: Done.

L4 | Sun Jul 13 23:48:59 2025 (632 ms) | general | New game starting up
L4 | Sun Jul 13 23:48:59 2025 (632 ms) | general | Target game image size:  1280x720

L4 | Sun Jul 13 23:48:59 2025 (633 ms) | general | Ideal window dimensions:  1280x720

L4 | Sun Jul 13 23:48:59 2025 (633 ms) | general | Trying to start in window mode.
L4 | Sun Jul 13 23:48:59 2025 (633 ms) | general | Want to use largest window that fits on screen.
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | Largest-window mode would offer a <25width increase, using requested window size instead.
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | Screen dimensions for largest-window mode:  1280x720

L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | The following frame rates are considered possible:
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | 30 fps
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | 60 fps
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | 100 fps
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | 120 fps
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | 144 fps
L4 | Sun Jul 13 23:48:59 2025 (634 ms) | general | 165 fps
L4 | Sun Jul 13 23:48:59 2025 (636 ms) | general | Constructing ScreenGL with requested 1280x720, 60 fps, fullscreen(0)
L4 | Sun Jul 13 23:48:59 2025 (637 ms) | general | Current screen configuration is 1440x900 with aspect ratio 1.60
L4 | Sun Jul 13 23:48:59 2025 (637 ms) | general | All resolutions available
L4 | Sun Jul 13 23:48:59 2025 (800 ms) | general | ScreenGL gave us 1280x720, 60 fps
L4 | Sun Jul 13 23:48:59 2025 (800 ms) | general | Setting non-integer-scaled screen image size of 1280x720
L4 | Sun Jul 13 23:48:59 2025 (965 ms) | general | Successfully opened audio: 44100Hz (requested 44100Hz), sample buffer size=1024 (requested 1024)

L4 | Sun Jul 13 23:49:00 2025 (46 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:49:00 2025 (46 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:49:00 2025 (166 ms) | general | OneLife client v430 (binV=430, dataV=429) starting up
L4 | Sun Jul 13 23:49:00 2025 (166 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:49:00 2025 (166 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:53:22 2025 (497 ms) | general | New game starting up
L4 | Sun Jul 13 23:53:22 2025 (497 ms) | general | Target game image size:  1280x720

L4 | Sun Jul 13 23:53:22 2025 (497 ms) | general | Ideal window dimensions:  1280x720

L4 | Sun Jul 13 23:53:22 2025 (497 ms) | general | Trying to start in window mode.
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | Want to use largest window that fits on screen.
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | Largest-window mode would offer a <25width increase, using requested window size instead.
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | Screen dimensions for largest-window mode:  1280x720

L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | The following frame rates are considered possible:
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | 30 fps
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | 60 fps
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | 100 fps
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | 120 fps
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | 144 fps
L4 | Sun Jul 13 23:53:22 2025 (498 ms) | general | 165 fps
L4 | Sun Jul 13 23:53:22 2025 (500 ms) | general | Constructing ScreenGL with requested 1280x720, 60 fps, fullscreen(0)
L4 | Sun Jul 13 23:53:22 2025 (501 ms) | general | Current screen configuration is 1440x900 with aspect ratio 1.60
L4 | Sun Jul 13 23:53:22 2025 (501 ms) | general | All resolutions available
L4 | Sun Jul 13 23:53:22 2025 (676 ms) | general | ScreenGL gave us 1280x720, 60 fps
L4 | Sun Jul 13 23:53:22 2025 (676 ms) | general | Setting non-integer-scaled screen image size of 1280x720
L4 | Sun Jul 13 23:53:22 2025 (767 ms) | general | Successfully opened audio: 44100Hz (requested 44100Hz), sample buffer size=1024 (requested 1024)

L4 | Sun Jul 13 23:53:22 2025 (848 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:53:22 2025 (848 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:53:22 2025 (916 ms) | general | OneLife client v430 (binV=430, dataV=429) starting up
L4 | Sun Jul 13 23:53:22 2025 (916 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:53:22 2025 (916 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:53:59 2025 (358 ms) | general | exiting...

L4 | Sun Jul 13 23:53:59 2025 (358 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun Jul 13 23:53:59 2025 (510 ms) | general | exiting: Deleting sceneHandler

L4 | Sun Jul 13 23:53:59 2025 (510 ms) | general | Freeing sound sprites

L4 | Sun Jul 13 23:53:59 2025 (513 ms) | general | exiting: freeing frameDrawer

L4 | Sun Jul 13 23:53:59 2025 (661 ms) | general | exiting: Deleting screen

L4 | Sun Jul 13 23:53:59 2025 (661 ms) | general | exiting: freeing drawString

L4 | Sun Jul 13 23:53:59 2025 (662 ms) | general | exiting: calling SDL_Quit()

L4 | Sun Jul 13 23:53:59 2025 (674 ms) | general | exiting: Done.

L4 | Sun Jul 13 23:56:19 2025 (623 ms) | general | New game starting up
L4 | Sun Jul 13 23:56:19 2025 (623 ms) | general | Target game image size:  1280x720

L4 | Sun Jul 13 23:56:19 2025 (623 ms) | general | Ideal window dimensions:  1280x720

L4 | Sun Jul 13 23:56:19 2025 (623 ms) | general | Trying to start in window mode.
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | Want to use largest window that fits on screen.
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | Largest-window mode would offer a <25width increase, using requested window size instead.
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | Screen dimensions for largest-window mode:  1280x720

L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | The following frame rates are considered possible:
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | 30 fps
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | 60 fps
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | 100 fps
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | 120 fps
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | 144 fps
L4 | Sun Jul 13 23:56:19 2025 (624 ms) | general | 165 fps
L4 | Sun Jul 13 23:56:19 2025 (627 ms) | general | Constructing ScreenGL with requested 1280x720, 60 fps, fullscreen(0)
L4 | Sun Jul 13 23:56:19 2025 (627 ms) | general | Current screen configuration is 1440x900 with aspect ratio 1.60
L4 | Sun Jul 13 23:56:19 2025 (627 ms) | general | All resolutions available
L4 | Sun Jul 13 23:56:19 2025 (737 ms) | general | ScreenGL gave us 1280x720, 60 fps
L4 | Sun Jul 13 23:56:19 2025 (738 ms) | general | Setting non-integer-scaled screen image size of 1280x720
L4 | Sun Jul 13 23:56:19 2025 (958 ms) | general | Successfully opened audio: 44100Hz (requested 44100Hz), sample buffer size=1024 (requested 1024)

L4 | Sun Jul 13 23:56:20 2025 (44 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:56:20 2025 (44 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Sun Jul 13 23:56:20 2025 (120 ms) | general | OneLife client v430 (binV=430, dataV=429) starting up
L4 | Sun Jul 13 23:56:20 2025 (120 ms) | general | setViewSize called with 1280.000000
L4 | Sun Jul 13 23:56:20 2025 (120 ms) | general | setLetterbox called with 1280.000000x720.000000
L4 | Mon Jul 14 00:15:48 2025 (547 ms) | general | exiting...

L4 | Mon Jul 14 00:15:48 2025 (548 ms) | general | exiting: calling SDL_CloseAudio

L4 | Mon Jul 14 00:15:48 2025 (683 ms) | general | exiting: Deleting sceneHandler

L4 | Mon Jul 14 00:15:48 2025 (684 ms) | general | Freeing sound sprites

L4 | Mon Jul 14 00:15:48 2025 (706 ms) | general | exiting: freeing frameDrawer

L4 | Mon Jul 14 00:15:48 2025 (905 ms) | general | exiting: Deleting screen

L4 | Mon Jul 14 00:15:48 2025 (905 ms) | general | exiting: freeing drawString

L4 | Mon Jul 14 00:15:48 2025 (906 ms) | general | exiting: calling SDL_Quit()

L4 | Mon Jul 14 00:15:48 2025 (943 ms) | general | exiting: Done.

